;org:resource;ticket;phase;created;endtime;priority;issuetype;concept:name;time:timestamp;@@index;case:concept:name
1007;QA; IMA  3885;AcP;2022-04-07 16:05:48.936000+00:00;2022-04-07 16:05:55.915000+00:00;None;Task;AcP;2022-04-07 16:05:48.936000+00:00;1307; IMA  3885
1008;QA; IMA  3885;WIog;2022-04-07 16:05:55.915000+00:00;2022-04-12 10:48:19.140000+00:00;None;Task;WIog;2022-04-07 16:05:55.915000+00:00;1308; IMA  3885
1009;Front End Developer; IMA  3885;AcP;2022-04-12 10:48:19.140000+00:00;2022-04-12 11:32:34.268000+00:00;None;Task;AcP;2022-04-12 10:48:19.140000+00:00;1309; IMA  3885
1010;QA; IMA  3885;AcIog;2022-04-12 11:32:34.268000+00:00;2022-04-12 11:33:33.974000+00:00;None;Task;AcIog;2022-04-12 11:32:34.268000+00:00;1310; IMA  3885
1011;QA; IMA  3885;AcD;2022-04-12 11:33:33.974000+00:00;2022-04-12 11:33:33.974000+00:00;None;Task;AcD;2022-04-12 11:33:33.974000+00:00;1311; IMA  3885
1012;Front End Developer; IMA  3886;RFW;2022-02-09 11:36:27.624000+00:00;2022-02-09 11:36:30.784000+00:00;None;Task;RFW;2022-02-09 11:36:27.624000+00:00;1312; IMA  3886
1013;Front End Developer; IMA  3886;WIog;2022-02-09 11:36:30.784000+00:00;2022-04-12 16:18:49.148000+00:00;None;Task;WIog;2022-02-09 11:36:30.784000+00:00;1313; IMA  3886
1014;Front End Developer; IMA  3886;AcP;2022-04-12 16:18:49.148000+00:00;2022-04-14 10:33:04.235000+00:00;None;Task;AcP;2022-04-12 16:18:49.148000+00:00;1314; IMA  3886
1015;QA; IMA  3886;AcIog;2022-04-14 10:33:04.235000+00:00;2022-04-14 10:33:08.810000+00:00;None;Task;AcIog;2022-04-14 10:33:04.235000+00:00;1315; IMA  3886
1016;QA; IMA  3886;AcD;2022-04-14 10:33:08.810000+00:00;2022-04-14 10:33:08.810000+00:00;None;Task;AcD;2022-04-14 10:33:08.810000+00:00;1316; IMA  3886
1017;PO; IMA  3889;RFW;2022-02-10 09:25:48.430000+00:00;2022-02-28 18:42:46.340000+00:00;None;Bug;RFW;2022-02-10 09:25:48.430000+00:00;1317; IMA  3889
1018;Front End Developer; IMA  3889;WIog;2022-02-28 18:42:46.340000+00:00;2022-03-10 19:01:03.774000+00:00;None;Bug;WIog;2022-02-28 18:42:46.340000+00:00;1318; IMA  3889
1019;Front End Developer; IMA  3889;AcP;2022-03-10 19:01:03.774000+00:00;2022-03-28 13:52:31.280000+00:00;None;Bug;AcP;2022-03-10 19:01:03.774000+00:00;1319; IMA  3889
1020;QA; IMA  3889;AcIog;2022-03-28 13:52:31.280000+00:00;2022-03-31 18:23:07.891000+00:00;None;Bug;AcIog;2022-03-28 13:52:31.280000+00:00;1320; IMA  3889
1021;QA; IMA  3889;AcD;2022-03-31 18:23:07.891000+00:00;2022-03-31 18:23:07.891000+00:00;None;Bug;AcD;2022-03-31 18:23:07.891000+00:00;1321; IMA  3889
1022;Front End Developer; IMA  3890;RFW;2022-02-10 11:09:11.322000+00:00;2022-02-10 17:05:39.046000+00:00;Critical;Bug;RFW;2022-02-10 11:09:11.322000+00:00;1322; IMA  3890
1023;Front End Developer; IMA  3890;WIog;2022-02-10 17:05:39.046000+00:00;2022-02-14 12:57:48.987000+00:00;Critical;Bug;WIog;2022-02-10 17:05:39.046000+00:00;1323; IMA  3890
1024;Front End Developer; IMA  3890;AcP;2022-02-14 12:57:48.987000+00:00;2022-02-15 14:34:36.044000+00:00;Critical;Bug;AcP;2022-02-14 12:57:48.987000+00:00;1324; IMA  3890
1025;QA; IMA  3890;AcIog;2022-02-15 14:34:36.044000+00:00;2022-02-17 17:50:49.027000+00:00;Critical;Bug;AcIog;2022-02-15 14:34:36.044000+00:00;1325; IMA  3890
1026;QA; IMA  3890;AcD;2022-02-17 17:50:49.027000+00:00;2022-02-17 17:50:49.027000+00:00;Critical;Bug;AcD;2022-02-17 17:50:49.027000+00:00;1326; IMA  3890
1027;Front End Developer; IMA  3895;RFW;2022-03-01 15:43:53.890000+00:00;2022-03-01 15:43:57.216000+00:00;Major;Task;RFW;2022-03-01 15:43:53.890000+00:00;1352; IMA  3895
1028;Front End Developer; IMA  3895;WIog;2022-03-01 15:43:57.216000+00:00;2022-03-04 16:41:16.124000+00:00;Major;Task;WIog;2022-03-01 15:43:57.216000+00:00;1353; IMA  3895
1029;Front End Developer; IMA  3895;AcP;2022-03-04 16:41:16.124000+00:00;2022-03-04 16:41:25.116000+00:00;Major;Task;AcP;2022-03-04 16:41:16.124000+00:00;1354; IMA  3895
1030;Front End Developer; IMA  3895;AcIog;2022-03-04 16:41:25.116000+00:00;2022-03-04 16:41:56.931000+00:00;Major;Task;AcIog;2022-03-04 16:41:25.116000+00:00;1355; IMA  3895
1031;Front End Developer; IMA  3895;AcD;2022-03-04 16:41:56.931000+00:00;2022-03-04 16:41:56.931000+00:00;Major;Task;AcD;2022-03-04 16:41:56.931000+00:00;1356; IMA  3895
1032;Front End Developer; IMA  3897;RFW;2022-02-18 14:52:13.887000+00:00;2022-02-18 14:52:52.771000+00:00;None;Task;RFW;2022-02-18 14:52:13.887000+00:00;1364; IMA  3897
1033;Front End Developer; IMA  3897;WIog;2022-02-18 14:52:52.771000+00:00;2022-02-18 20:29:10.484000+00:00;None;Task;WIog;2022-02-18 14:52:52.771000+00:00;1365; IMA  3897
1034;Front End Developer; IMA  3897;Closed;2022-02-18 20:29:10.484000+00:00;2022-02-18 20:29:10.484000+00:00;None;Task;Closed;2022-02-18 20:29:10.484000+00:00;1366; IMA  3897
1035;PO; IMA  3898;RFW;2022-02-22 17:09:57.324000+00:00;2022-02-23 11:13:24.769000+00:00;None;Task;RFW;2022-02-22 17:09:57.324000+00:00;1367; IMA  3898
1036;Front End Developer; IMA  3898;WIog;2022-02-23 11:13:24.769000+00:00;2022-03-01 17:14:02.308000+00:00;None;Task;WIog;2022-02-23 11:13:24.769000+00:00;1368; IMA  3898
1037;Front End Developer; IMA  3898;AcP;2022-03-01 17:14:02.308000+00:00;2022-03-03 10:42:20.123000+00:00;None;Task;AcP;2022-03-01 17:14:02.308000+00:00;1369; IMA  3898
1038;QA; IMA  3898;AcIog;2022-03-03 10:42:20.123000+00:00;2022-03-04 10:35:12.324000+00:00;None;Task;AcIog;2022-03-03 10:42:20.123000+00:00;1370; IMA  3898
1039;QA; IMA  3898;AcD;2022-03-04 10:35:12.324000+00:00;2022-03-04 10:35:12.324000+00:00;None;Task;AcD;2022-03-04 10:35:12.324000+00:00;1371; IMA  3898
1040;UX/UI; IMA  3899;RFW;2022-02-25 12:45:54.721000+00:00;2022-02-25 12:45:56.859000+00:00;None;Story;RFW;2022-02-25 12:45:54.721000+00:00;1372; IMA  3899
1041;UX/UI; IMA  3899;WIog;2022-02-25 12:45:56.859000+00:00;2022-02-25 12:46:23.623000+00:00;None;Story;WIog;2022-02-25 12:45:56.859000+00:00;1373; IMA  3899
1042;UX/UI; IMA  3899;RFW;2022-02-25 12:46:23.623000+00:00;2022-02-28 10:31:57.134000+00:00;None;Story;RFW;2022-02-25 12:46:23.623000+00:00;1374; IMA  3899
1043;PO; IMA  3899;RF;2022-02-28 10:31:57.134000+00:00;2022-03-01 14:21:27.052000+00:00;None;Story;RF;2022-02-28 10:31:57.134000+00:00;1375; IMA  3899
1044;PO; IMA  3899;RFW;2022-03-01 14:21:27.052000+00:00;2022-03-21 17:23:42.886000+00:00;None;Story;RFW;2022-03-01 14:21:27.052000+00:00;1376; IMA  3899
1045;Front End Developer; IMA  3899;WIog;2022-03-21 17:23:42.886000+00:00;2022-03-23 13:23:20.799000+00:00;None;Story;WIog;2022-03-21 17:23:42.886000+00:00;1377; IMA  3899
1046;Front End Developer; IMA  3899;RFW;2022-03-23 13:23:20.799000+00:00;2022-04-04 15:49:55.190000+00:00;None;Story;RFW;2022-03-23 13:23:20.799000+00:00;1378; IMA  3899
1047;Front End Developer; IMA  3899;WIog;2022-04-04 15:49:55.190000+00:00;2022-04-29 12:32:42.191000+00:00;None;Story;WIog;2022-04-04 15:49:55.190000+00:00;1379; IMA  3899
1048;Front End Developer; IMA  3899;AcP;2022-04-29 12:32:42.191000+00:00;2022-05-03 09:58:24.241000+00:00;None;Story;AcP;2022-04-29 12:32:42.191000+00:00;1380; IMA  3899
1049;QA; IMA  3899;AcIog;2022-05-03 09:58:24.241000+00:00;2022-05-05 09:37:27.112000+00:00;None;Story;AcIog;2022-05-03 09:58:24.241000+00:00;1381; IMA  3899
1050;QA; IMA  3899;AcD;2022-05-05 09:37:27.112000+00:00;2022-05-05 09:37:27.112000+00:00;None;Story;AcD;2022-05-05 09:37:27.112000+00:00;1382; IMA  3899
1051;PO; IMA  3902;RFW;2022-03-10 12:02:57.306000+00:00;2022-03-10 15:09:39.367000+00:00;Critical;Bug;RFW;2022-03-10 12:02:57.306000+00:00;1383; IMA  3902
1052;Front End Developer; IMA  3902;Plan;2022-03-10 15:09:39.367000+00:00;2022-03-10 15:09:44.069000+00:00;Critical;Bug;Plan;2022-03-10 15:09:39.367000+00:00;1384; IMA  3902
1053;Front End Developer; IMA  3902;RFW;2022-03-10 15:09:44.069000+00:00;2022-03-10 15:09:46.501000+00:00;Critical;Bug;RFW;2022-03-10 15:09:44.069000+00:00;1385; IMA  3902
1054;Front End Developer; IMA  3902;WIog;2022-03-10 15:09:46.501000+00:00;2022-03-11 17:12:51.097000+00:00;Critical;Bug;WIog;2022-03-10 15:09:46.501000+00:00;1386; IMA  3902
1055;Front End Developer; IMA  3902;AcP;2022-03-11 17:12:51.097000+00:00;2022-03-15 09:27:26.948000+00:00;Critical;Bug;AcP;2022-03-11 17:12:51.097000+00:00;1387; IMA  3902
1056;QA; IMA  3902;AcIog;2022-03-15 09:27:26.948000+00:00;2022-03-16 11:23:43.100000+00:00;Critical;Bug;AcIog;2022-03-15 09:27:26.948000+00:00;1388; IMA  3902
1057;QA; IMA  3902;AcD;2022-03-16 11:23:43.100000+00:00;2022-03-16 11:23:43.100000+00:00;Critical;Bug;AcD;2022-03-16 11:23:43.100000+00:00;1389; IMA  3902
1058;PO; IMA  3903;RFW;2022-03-11 11:00:37.837000+00:00;2022-03-11 15:42:33.623000+00:00;Critical;Bug;RFW;2022-03-11 11:00:37.837000+00:00;1390; IMA  3903
1059;Front End Developer; IMA  3903;WIog;2022-03-11 15:42:33.623000+00:00;2022-03-11 15:42:57.693000+00:00;Critical;Bug;WIog;2022-03-11 15:42:33.623000+00:00;1391; IMA  3903
1060;Front End Developer; IMA  3903;Closed;2022-03-11 15:42:57.693000+00:00;2022-03-11 15:42:57.693000+00:00;Critical;Bug;Closed;2022-03-11 15:42:57.693000+00:00;1392; IMA  3903
1061;Front End Developer; IMA  3912;RFW;2022-03-23 11:44:36.585000+00:00;2022-05-02 16:06:14.637000+00:00;None;Sub - Task;RFW;2022-03-23 11:44:36.585000+00:00;1411; IMA  3912
1062;Front End Developer; IMA  3912;Plan;2022-05-02 16:06:14.637000+00:00;2022-05-02 16:06:31.931000+00:00;None;Sub - Task;Plan;2022-05-02 16:06:14.637000+00:00;1412; IMA  3912
1063;Front End Developer; IMA  3912;Closed;2022-05-02 16:06:31.931000+00:00;2022-05-02 16:06:31.931000+00:00;None;Sub - Task;Closed;2022-05-02 16:06:31.931000+00:00;1413; IMA  3912
1064;PO; IMA  3916;RFW;2022-03-15 10:28:45.774000+00:00;2022-03-18 11:05:12.808000+00:00;None;Task;RFW;2022-03-15 10:28:45.774000+00:00;1419; IMA  3916
1065;Front End Developer; IMA  3916;WIog;2022-03-18 11:05:12.808000+00:00;2022-03-21 12:44:25.111000+00:00;None;Task;WIog;2022-03-18 11:05:12.808000+00:00;1420; IMA  3916
1066;Front End Developer; IMA  3916;AcP;2022-03-21 12:44:25.111000+00:00;2022-03-28 12:52:03.532000+00:00;None;Task;AcP;2022-03-21 12:44:25.111000+00:00;1421; IMA  3916
1067;QA; IMA  3916;AcIog;2022-03-28 12:52:03.532000+00:00;2022-03-28 15:51:16.306000+00:00;None;Task;AcIog;2022-03-28 12:52:03.532000+00:00;1422; IMA  3916
1068;QA; IMA  3916;AcD;2022-03-28 15:51:16.306000+00:00;2022-03-28 15:51:16.306000+00:00;None;Task;AcD;2022-03-28 15:51:16.306000+00:00;1423; IMA  3916
1069;PO; IMA  3917;RF;2022-03-16 15:06:47.936000+00:00;2022-04-12 13:21:38.380000+00:00;None;Task;RF;2022-03-16 15:06:47.936000+00:00;1424; IMA  3917
1070;PO; IMA  3917;RFW;2022-04-12 13:21:38.380000+00:00;2022-04-12 16:19:36.619000+00:00;None;Task;RFW;2022-04-12 13:21:38.380000+00:00;1425; IMA  3917
1071;Front End Developer; IMA  3917;WIog;2022-04-12 16:19:36.619000+00:00;2022-05-05 09:56:52.057000+00:00;None;Task;WIog;2022-04-12 16:19:36.619000+00:00;1426; IMA  3917
1072;Front End Developer; IMA  3917;AcP;2022-05-05 09:56:52.057000+00:00;2022-05-05 12:59:30.174000+00:00;None;Task;AcP;2022-05-05 09:56:52.057000+00:00;1427; IMA  3917
1073;QA; IMA  3917;AcIog;2022-05-05 12:59:30.174000+00:00;2022-06-02 18:04:45.405000+00:00;None;Task;AcIog;2022-05-05 12:59:30.174000+00:00;1428; IMA  3917
1074;QA; IMA  3917;AcD;2022-06-02 18:04:45.405000+00:00;2022-06-02 18:04:45.405000+00:00;None;Task;AcD;2022-06-02 18:04:45.405000+00:00;1429; IMA  3917
1075;Front End Developer; IMA  3925;RFW;2022-03-21 15:01:51.635000+00:00;2022-03-21 15:01:54.659000+00:00;None;Bug;RFW;2022-03-21 15:01:51.635000+00:00;1436; IMA  3925
1076;Front End Developer; IMA  3925;WIog;2022-03-21 15:01:54.659000+00:00;2022-03-23 10:26:13.347000+00:00;None;Bug;WIog;2022-03-21 15:01:54.659000+00:00;1437; IMA  3925
1077;Front End Developer; IMA  3925;AcP;2022-03-23 10:26:13.347000+00:00;2022-03-23 14:53:06.914000+00:00;None;Bug;AcP;2022-03-23 10:26:13.347000+00:00;1438; IMA  3925
1078;QA; IMA  3925;AcIog;2022-03-23 14:53:06.914000+00:00;2022-03-24 15:29:07.971000+00:00;None;Bug;AcIog;2022-03-23 14:53:06.914000+00:00;1439; IMA  3925
1079;Front End Developer; IMA  3925;AcD;2022-03-24 15:29:07.971000+00:00;2022-03-30 16:25:29.776000+00:00;None;Bug;AcD;2022-03-24 15:29:07.971000+00:00;1440; IMA  3925
1080;Front End Developer; IMA  3925;Closed;2022-03-30 16:25:29.776000+00:00;2022-03-30 16:25:29.776000+00:00;None;Bug;Closed;2022-03-30 16:25:29.776000+00:00;1441; IMA  3925
1081;Front End Developer; IMA  3926;RFW;2022-03-29 11:00:36.420000+00:00;2022-03-29 11:00:39.388000+00:00;None;Bug;RFW;2022-03-29 11:00:36.420000+00:00;1442; IMA  3926
1082;Front End Developer; IMA  3926;WIog;2022-03-29 11:00:39.388000+00:00;2022-03-29 20:04:19.030000+00:00;None;Bug;WIog;2022-03-29 11:00:39.388000+00:00;1443; IMA  3926
1083;Front End Developer; IMA  3926;AcP;2022-03-29 20:04:19.030000+00:00;2022-03-30 10:10:27.477000+00:00;None;Bug;AcP;2022-03-29 20:04:19.030000+00:00;1444; IMA  3926
1084;QA; IMA  3926;AcIog;2022-03-30 10:10:27.477000+00:00;2022-04-20 11:09:23.441000+00:00;None;Bug;AcIog;2022-03-30 10:10:27.477000+00:00;1445; IMA  3926
1085;QA; IMA  3926;AcD;2022-04-20 11:09:23.441000+00:00;2022-04-20 11:09:23.441000+00:00;None;Bug;AcD;2022-04-20 11:09:23.441000+00:00;1446; IMA  3926
1086;Front End Developer; IMA  3927;RFW;2022-03-22 18:04:20.366000+00:00;2022-03-22 18:04:23.423000+00:00;None;Task;RFW;2022-03-22 18:04:20.366000+00:00;1447; IMA  3927
1087;Front End Developer; IMA  3927;WIog;2022-03-22 18:04:23.423000+00:00;2022-03-31 09:32:53.678000+00:00;None;Task;WIog;2022-03-22 18:04:23.423000+00:00;1448; IMA  3927
1088;Front End Developer; IMA  3927;AcP;2022-03-31 09:32:53.678000+00:00;2022-03-31 09:33:04.652000+00:00;None;Task;AcP;2022-03-31 09:32:53.678000+00:00;1449; IMA  3927
1089;Front End Developer; IMA  3927;AcIog;2022-03-31 09:33:04.652000+00:00;2022-03-31 09:33:09.993000+00:00;None;Task;AcIog;2022-03-31 09:33:04.652000+00:00;1450; IMA  3927
1090;Front End Developer; IMA  3927;AcD;2022-03-31 09:33:09.993000+00:00;2022-03-31 09:33:09.993000+00:00;None;Task;AcD;2022-03-31 09:33:09.993000+00:00;1451; IMA  3927
1091;PO; IMA  3929;RFW;2022-04-04 09:09:02.807000+00:00;2022-04-14 14:42:08.795000+00:00;None;Task;RFW;2022-04-04 09:09:02.807000+00:00;1454; IMA  3929
1092;Front End Developer; IMA  3929;WIog;2022-04-14 14:42:08.795000+00:00;2022-04-25 17:38:57.237000+00:00;None;Task;WIog;2022-04-14 14:42:08.795000+00:00;1455; IMA  3929
1093;Front End Developer; IMA  3929;AcP;2022-04-25 17:38:57.237000+00:00;2022-04-26 09:04:05.322000+00:00;None;Task;AcP;2022-04-25 17:38:57.237000+00:00;1456; IMA  3929
1094;QA; IMA  3929;AcIog;2022-04-26 09:04:05.322000+00:00;2022-04-28 10:43:46.764000+00:00;None;Task;AcIog;2022-04-26 09:04:05.322000+00:00;1457; IMA  3929
1095;QA; IMA  3929;AcD;2022-04-28 10:43:46.764000+00:00;2022-04-28 10:43:46.764000+00:00;None;Task;AcD;2022-04-28 10:43:46.764000+00:00;1458; IMA  3929
1096;PO; IMA  3931;RF;2022-03-28 13:43:57.372000+00:00;2022-03-29 14:00:08.645000+00:00;None;Task;RF;2022-03-28 13:43:57.372000+00:00;1459; IMA  3931
1097;PO; IMA  3931;RFW;2022-03-29 14:00:08.645000+00:00;2022-06-14 11:02:03.298000+00:00;None;Task;RFW;2022-03-29 14:00:08.645000+00:00;1460; IMA  3931
1098;Front End Developer; IMA  3931;WIog;2022-06-14 11:02:03.298000+00:00;2022-06-15 10:53:29.049000+00:00;None;Task;WIog;2022-06-14 11:02:03.298000+00:00;1461; IMA  3931
1099;Front End Developer; IMA  3931;AcP;2022-06-15 10:53:29.049000+00:00;2022-06-15 16:13:37.311000+00:00;None;Task;AcP;2022-06-15 10:53:29.049000+00:00;1462; IMA  3931
1100;QA; IMA  3931;AcIog;2022-06-15 16:13:37.311000+00:00;2022-06-16 12:11:54.790000+00:00;None;Task;AcIog;2022-06-15 16:13:37.311000+00:00;1463; IMA  3931
1101;QA; IMA  3931;AcD;2022-06-16 12:11:54.790000+00:00;2022-06-16 12:11:54.790000+00:00;None;Task;AcD;2022-06-16 12:11:54.790000+00:00;1464; IMA  3931
1102;PO; IMA  3933;RF;2022-03-25 16:37:58.612000+00:00;2022-04-27 13:30:12.441000+00:00;None;Task;RF;2022-03-25 16:37:58.612000+00:00;1466; IMA  3933
1103;PO; IMA  3933;RFW;2022-04-27 13:30:12.441000+00:00;2022-04-29 18:06:00.077000+00:00;None;Task;RFW;2022-04-27 13:30:12.441000+00:00;1467; IMA  3933
1104;Front End Developer; IMA  3933;WIog;2022-04-29 18:06:00.077000+00:00;2022-05-05 13:15:46.934000+00:00;None;Task;WIog;2022-04-29 18:06:00.077000+00:00;1468; IMA  3933
1105;Front End Developer; IMA  3933;AcP;2022-05-05 13:15:46.934000+00:00;2022-05-05 13:15:51.691000+00:00;None;Task;AcP;2022-05-05 13:15:46.934000+00:00;1469; IMA  3933
1106;Front End Developer; IMA  3933;AcIog;2022-05-05 13:15:51.691000+00:00;2022-05-05 13:15:54.505000+00:00;None;Task;AcIog;2022-05-05 13:15:51.691000+00:00;1470; IMA  3933
1107;Front End Developer; IMA  3933;AcP;2022-05-05 13:15:54.505000+00:00;2022-05-05 13:16:23.429000+00:00;None;Task;AcP;2022-05-05 13:15:54.505000+00:00;1471; IMA  3933
1108;Front End Developer; IMA  3933;AcIog;2022-05-05 13:16:23.429000+00:00;2022-05-05 13:16:32.479000+00:00;None;Task;AcIog;2022-05-05 13:16:23.429000+00:00;1472; IMA  3933
1109;Front End Developer; IMA  3933;AcD;2022-05-05 13:16:32.479000+00:00;2022-05-05 13:16:32.479000+00:00;None;Task;AcD;2022-05-05 13:16:32.479000+00:00;1473; IMA  3933
1110;Front End Developer; IMA  3935;Plan;2022-03-28 17:31:46.618000+00:00;2022-03-28 17:31:49.895000+00:00;None;Task;Plan;2022-03-28 17:31:46.618000+00:00;1478; IMA  3935
1111;Front End Developer; IMA  3935;RFW;2022-03-28 17:31:49.895000+00:00;2022-03-28 17:31:58.198000+00:00;None;Task;RFW;2022-03-28 17:31:49.895000+00:00;1479; IMA  3935
1112;Front End Developer; IMA  3935;WIog;2022-03-28 17:31:58.198000+00:00;2022-04-01 11:28:09.022000+00:00;None;Task;WIog;2022-03-28 17:31:58.198000+00:00;1480; IMA  3935
1113;Front End Developer; IMA  3935;AcP;2022-04-01 11:28:09.022000+00:00;2022-04-01 12:37:17.989000+00:00;None;Task;AcP;2022-04-01 11:28:09.022000+00:00;1481; IMA  3935
1114;QA; IMA  3935;AcIog;2022-04-01 12:37:17.989000+00:00;2022-04-01 12:37:22.568000+00:00;None;Task;AcIog;2022-04-01 12:37:17.989000+00:00;1482; IMA  3935
1115;QA; IMA  3935;AcD;2022-04-01 12:37:22.568000+00:00;2022-04-01 12:37:22.568000+00:00;None;Task;AcD;2022-04-01 12:37:22.568000+00:00;1483; IMA  3935
1116;Front End Developer; IMA  3944;RFW;2022-03-30 18:18:07.675000+00:00;2022-03-30 18:18:11.411000+00:00;None;Bug;RFW;2022-03-30 18:18:07.675000+00:00;1508; IMA  3944
1117;Front End Developer; IMA  3944;WIog;2022-03-30 18:18:11.411000+00:00;2022-04-01 17:41:39.781000+00:00;None;Bug;WIog;2022-03-30 18:18:11.411000+00:00;1509; IMA  3944
1118;Front End Developer; IMA  3944;AcP;2022-04-01 17:41:39.781000+00:00;2022-04-04 10:06:52.842000+00:00;None;Bug;AcP;2022-04-01 17:41:39.781000+00:00;1510; IMA  3944
1119;QA; IMA  3944;AcIog;2022-04-04 10:06:52.842000+00:00;2022-04-04 10:53:50.325000+00:00;None;Bug;AcIog;2022-04-04 10:06:52.842000+00:00;1511; IMA  3944
1120;QA; IMA  3944;AcD;2022-04-04 10:53:50.325000+00:00;2022-04-04 10:53:50.325000+00:00;None;Bug;AcD;2022-04-04 10:53:50.325000+00:00;1512; IMA  3944
1121;Front End Developer; IMA  3946;RFW;2022-04-04 09:47:14.537000+00:00;2022-04-04 09:47:17.396000+00:00;None;Task;RFW;2022-04-04 09:47:14.537000+00:00;1513; IMA  3946
1122;Front End Developer; IMA  3946;WIog;2022-04-04 09:47:17.396000+00:00;2022-04-08 12:43:24.418000+00:00;None;Task;WIog;2022-04-04 09:47:17.396000+00:00;1514; IMA  3946
1123;Front End Developer; IMA  3946;AcP;2022-04-08 12:43:24.418000+00:00;2022-04-08 12:43:28.188000+00:00;None;Task;AcP;2022-04-08 12:43:24.418000+00:00;1515; IMA  3946
1124;Front End Developer; IMA  3946;AcIog;2022-04-08 12:43:28.188000+00:00;2022-04-08 12:43:34.686000+00:00;None;Task;AcIog;2022-04-08 12:43:28.188000+00:00;1516; IMA  3946
1125;Front End Developer; IMA  3946;AcD;2022-04-08 12:43:34.686000+00:00;2022-04-08 12:43:34.686000+00:00;None;Task;AcD;2022-04-08 12:43:34.686000+00:00;1517; IMA  3946
1126;Front End Developer; IMA  3948;RFW;2022-06-13 20:19:08.573000+00:00;2022-06-13 20:19:11.458000+00:00;Minor;Bug;RFW;2022-06-13 20:19:08.573000+00:00;1521; IMA  3948
1127;Front End Developer; IMA  3948;WIog;2022-06-13 20:19:11.458000+00:00;2022-06-16 13:01:25.951000+00:00;Minor;Bug;WIog;2022-06-13 20:19:11.458000+00:00;1522; IMA  3948
1128;Front End Developer; IMA  3948;AcP;2022-06-16 13:01:25.951000+00:00;2022-06-16 13:01:29.403000+00:00;Minor;Bug;AcP;2022-06-16 13:01:25.951000+00:00;1523; IMA  3948
1129;Front End Developer; IMA  3948;AcIog;2022-06-16 13:01:29.403000+00:00;2022-06-16 13:01:59.027000+00:00;Minor;Bug;AcIog;2022-06-16 13:01:29.403000+00:00;1524; IMA  3948
1130;Front End Developer; IMA  3948;AcD;2022-06-16 13:01:59.027000+00:00;2022-06-16 13:01:59.027000+00:00;Minor;Bug;AcD;2022-06-16 13:01:59.027000+00:00;1525; IMA  3948
1131;Front End Developer; IMA  3950;Plan;2022-04-12 14:50:39.175000+00:00;2022-04-12 14:50:42.285000+00:00;None;Task;Plan;2022-04-12 14:50:39.175000+00:00;1526; IMA  3950
1132;Front End Developer; IMA  3950;RFW;2022-04-12 14:50:42.285000+00:00;2022-04-12 14:50:44.516000+00:00;None;Task;RFW;2022-04-12 14:50:42.285000+00:00;1527; IMA  3950
1133;Front End Developer; IMA  3950;WIog;2022-04-12 14:50:44.516000+00:00;2022-06-27 16:11:53.355000+00:00;None;Task;WIog;2022-04-12 14:50:44.516000+00:00;1528; IMA  3950
1134;Front End Developer; IMA  3950;AcP;2022-06-27 16:11:53.355000+00:00;2022-07-04 12:49:07.216000+00:00;None;Task;AcP;2022-06-27 16:11:53.355000+00:00;1529; IMA  3950
1135;QA; IMA  3950;AcIog;2022-07-04 12:49:07.216000+00:00;2022-07-04 13:42:34.613000+00:00;None;Task;AcIog;2022-07-04 12:49:07.216000+00:00;1530; IMA  3950
1136;QA; IMA  3950;AcD;2022-07-04 13:42:34.613000+00:00;2022-07-04 13:42:34.613000+00:00;None;Task;AcD;2022-07-04 13:42:34.613000+00:00;1531; IMA  3950
1137;Front End Developer; IMA  3955;RFW;2022-04-25 08:49:19.067000+00:00;2022-04-25 08:49:21.924000+00:00;Major;Task;RFW;2022-04-25 08:49:19.067000+00:00;1536; IMA  3955
1138;Front End Developer; IMA  3955;WIog;2022-04-25 08:49:21.924000+00:00;2022-05-17 13:06:58.612000+00:00;Major;Task;WIog;2022-04-25 08:49:21.924000+00:00;1537; IMA  3955
1139;Front End Developer; IMA  3955;AcP;2022-05-17 13:06:58.612000+00:00;2022-05-17 13:07:01.872000+00:00;Major;Task;AcP;2022-05-17 13:06:58.612000+00:00;1538; IMA  3955
1140;Front End Developer; IMA  3955;AcIog;2022-05-17 13:07:01.872000+00:00;2022-05-17 13:07:47.974000+00:00;Major;Task;AcIog;2022-05-17 13:07:01.872000+00:00;1539; IMA  3955
1141;Front End Developer; IMA  3955;AcD;2022-05-17 13:07:47.974000+00:00;2022-05-17 13:07:47.974000+00:00;Major;Task;AcD;2022-05-17 13:07:47.974000+00:00;1540; IMA  3955
1142;PO; IMA  3960;RFW;2022-04-27 13:30:02.326000+00:00;2022-05-06 15:13:23.060000+00:00;None;Story;RFW;2022-04-27 13:30:02.326000+00:00;1553; IMA  3960
1143;Front End Developer; IMA  3960;WIog;2022-05-06 15:13:23.060000+00:00;2022-06-10 16:51:36.878000+00:00;None;Story;WIog;2022-05-06 15:13:23.060000+00:00;1554; IMA  3960
1144;Front End Developer; IMA  3960;AcP;2022-06-10 16:51:36.878000+00:00;2022-06-12 20:45:31.765000+00:00;None;Story;AcP;2022-06-10 16:51:36.878000+00:00;1555; IMA  3960
1145;QA; IMA  3960;AcIog;2022-06-12 20:45:31.765000+00:00;2022-06-13 15:01:44.699000+00:00;None;Story;AcIog;2022-06-12 20:45:31.765000+00:00;1556; IMA  3960
1146;QA; IMA  3960;AcD;2022-06-13 15:01:44.699000+00:00;2022-06-13 15:01:44.699000+00:00;None;Story;AcD;2022-06-13 15:01:44.699000+00:00;1557; IMA  3960
